DateTime,SrcIP,SrcPort,DestIP,DestPort,BytesTotal,Msg,Malicious
0,206.189.141.16,55960,169.244.6.98,22,60,-,0
0,206.189.141.16,55960,169.244.6.98,22,4281,-,0
0,206.189.201.63,50854,169.244.6.98,22,60,-,0
0,206.189.201.63,50854,169.244.6.98,22,4241,-,0
0,206.189.201.63,60358,169.244.6.98,22,60,-,0
0,206.189.201.63,60358,169.244.6.98,22,4281,-,0
0,206.189.201.63,53912,169.244.6.98,22,60,-,0
0,206.189.201.63,53912,169.244.6.98,22,4281,-,0
0,206.189.141.16,42600,169.244.6.98,22,60,-,0
0,206.189.141.16,42600,169.244.6.98,22,4281,-,0
0,138.197.102.194,41026,169.244.6.98,22,60,-,0
0,138.197.102.194,41026,169.244.6.98,22,4281,-,0
0,206.189.201.63,60630,169.244.6.98,22,60,-,0
0,206.189.201.63,60630,169.244.6.98,22,4281,-,0
0,206.189.201.63,60830,169.244.6.98,22,60,-,0
0,206.189.201.63,60830,169.244.6.98,22,4281,-,0
0,206.189.201.63,46896,169.244.6.98,22,60,-,0
0,206.189.201.63,46896,169.244.6.98,22,4281,-,0
0,206.189.141.16,53806,169.244.6.98,22,60,-,0
0,206.189.141.16,53806,169.244.6.98,22,4281,-,0
0,206.189.201.63,38066,169.244.6.98,22,60,-,0
0,206.189.201.63,38066,169.244.6.98,22,4281,-,0
0,138.197.102.194,34880,169.244.6.98,22,60,-,0
0,138.197.102.194,34880,169.244.6.98,22,4281,-,0
0,170.64.158.211,39142,169.244.6.98,22,60,-,0
0,206.189.201.63,46862,169.244.6.98,22,60,-,0
0,170.64.158.211,39142,169.244.6.98,22,4281,-,0
0,206.189.201.63,46862,169.244.6.98,22,4281,-,0
0,206.189.201.63,47240,169.244.6.98,22,60,-,0
0,206.189.141.16,39288,169.244.6.98,22,60,-,0
0,206.189.201.63,47240,169.244.6.98,22,4281,-,0
0,206.189.141.16,39288,169.244.6.98,22,4281,-,0
0,206.189.201.63,38786,169.244.6.98,22,60,-,0
0,206.189.201.63,38786,169.244.6.98,22,4281,-,0
0,138.197.102.194,57226,169.244.6.98,22,60,-,0
0,138.197.102.194,57226,169.244.6.98,22,4281,-,0
0,206.189.201.63,37672,169.244.6.98,22,60,-,0
0,206.189.201.63,37672,169.244.6.98,22,4281,-,0
0,206.189.141.16,58526,169.244.6.98,22,60,-,0
0,206.189.201.63,33788,169.244.6.98,22,60,-,0
0,206.189.141.16,58526,169.244.6.98,22,4281,-,0
0,206.189.201.63,33788,169.244.6.98,22,4281,-,0
0,206.189.201.63,35974,169.244.6.98,22,60,-,0
0,206.189.201.63,35974,169.244.6.98,22,4281,-,0
0,198.235.24.40,51059,169.244.6.98,22,46,-,0
0,198.235.24.40,51059,169.244.6.98,22,130,-,0
0,35.203.211.164,55493,169.244.6.98,22,46,-,0
0,35.203.211.164,55493,169.244.6.98,22,130,-,0
0,206.189.201.63,41184,169.244.6.98,22,60,-,0
0,206.189.201.63,41184,169.244.6.98,22,4281,-,0
0,138.197.102.194,36080,169.244.6.98,22,60,-,0
0,138.197.102.194,36080,169.244.6.98,22,4313,-,0
0,206.189.141.16,37190,169.244.6.98,22,60,-,0
0,206.189.141.16,37190,169.244.6.98,22,4281,-,0
0,206.189.201.63,42266,169.244.6.98,22,60,-,0
0,206.189.201.63,42266,169.244.6.98,22,4281,-,0
0,95.181.239.2,61306,169.244.6.98,22,4103,-,0
0,95.181.239.2,61306,169.244.6.98,22,4103,-,0
0,46.238.185.120,50859,169.244.6.98,22,46,-,1
0,46.238.185.120,50119,169.244.6.98,22,60,-,1
0,46.238.185.120,50859,169.244.6.98,22,130,-,1
0,46.238.185.120,50119,169.244.6.98,22,1658,-,1
0,46.238.185.120,50119,169.244.6.98,22,1658,-,1
0,47.93.252.66,52884,169.244.6.98,22,60,-,1
0,47.93.252.66,50859,169.244.6.98,22,130,-,1
0,47.93.252.66,52884,169.244.6.98,22,60,-,1
0,47.93.252.66,52884,169.244.6.98,22,4103,-,1
0,47.93.252.66,52884,169.244.6.98,22,4103,-,1
0,47.93.252.66,52884,169.244.6.98,22,60,-,1
